"F_Id","F_NodeCode","F_NodeName","F_NodeType","F_NodePropertyJson","F_NodeUp","F_NodeNext","F_Completion","F_Description","F_SortCode","F_CreatorTime","F_TaskId","F_State"
"1b54eb742aca457daecb78db8f1ed0a6","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","29/9/2020 03:15:57","713909cafd8744c8be1de96dcd4aecee","0"
"1cd7fc3b931a4c92bc01165e424f81b0","Zb2","审批人","approver","{""approverPos"":[],""approvers"":[""1c637b38-7c7e-4733-9069-5a8f4585f6f9"",""43a38a12-a051-4006-be67-9547ee10eabc"",""67e573e0-bb73-49e0-823b-d8297b0da3f8"",""ea3b9f9e61584acf95d4142ad16f7883""],""assigneeType"":""6"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""comInputField101"",""name"":""单行输入框"",""read"":true,""write"":false},{""id"":""numInputField103"",""name"":""数字文本"",""read"":true,""write"":false},{""id"":""textareaField102"",""name"":""多行输入框"",""read"":true,""write"":false},{""id"":""checkboxField104"",""name"":""多选框"",""read"":true,""write"":false},{""id"":""timeField105"",""name"":""时间选择"",""read"":true,""write"":false}],""nodeId"":""Zb2"",""num"":""0"",""prevId"":""Ub2"",""progress"":"""",""rejectStep"":""0"",""taskId"":""c9cb1c2cba8045ea87dbded4b753a0c1"",""taskNodeId"":""1cd7fc3b931a4c92bc01165e424f81b0"",""title"":""审批人"",""type"":""approver""}","0","end","0",,"5","29/9/2020 06:53:22","c9cb1c2cba8045ea87dbded4b753a0c1","-1"
"1d0d54c41887443a9afa3c1f82f76514","gb2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""kb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""gb2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""4e8819220f8b4762bfd733624bf5698e"",""taskNodeId"":""1d0d54c41887443a9afa3c1f82f76514"",""title"":""开始"",""type"":""start""}",,"kb2","1",,"1","10/10/2020 09:45:16","4e8819220f8b4762bfd733624bf5698e","0"
"1d87da7136ee4d9eac55fa8440eaddac","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","29/9/2020 03:19:11","0ae810da9fb34fbabe4bfc8b4429b123","0"
"1dd4e85e590448549211fdc615e8a5dc","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","29/9/2020 03:03:13","59c38c97a1d64bd68284e47a66e99bf0","0"
"1e1d968b681a458d8a197ad1d86d95c6","db2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""eb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""db2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""570c141ece4546cfae5f87ba63cfc6b6"",""taskNodeId"":""1e1d968b681a458d8a197ad1d86d95c6"",""title"":""开始"",""type"":""start""}",,"eb2","1",,"1","29/9/2020 03:15:27","570c141ece4546cfae5f87ba63cfc6b6","0"
"1f9dbbd22ee34dbf814bbe9e4cf77d3e","Kb2","审批人","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""7"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""customerName"",""name"":""客户名称"",""read"":true,""write"":false},{""id"":""salesmanId"",""name"":""业务人员"",""read"":true,""write"":false},{""id"":""orderDate"",""name"":""订单日期"",""read"":true,""write"":false},{""id"":""orderCode"",""name"":""订单编号"",""read"":true,""write"":false},{""id"":""paymentMode"",""name"":""付款方式"",""read"":true,""write"":false},{""id"":""receivableMoney"",""name"":""付款金额"",""read"":true,""write"":false},{""id"":""earnestRate"",""name"":""定金比率"",""read"":true,""write"":false},{""id"":""prepayEarnest"",""name"":""预付定金"",""read"":true,""write"":false},{""id"":""transportMode"",""name"":""运输方式"",""read"":true,""write"":false},{""id"":""deliveryDate"",""name"":""发货日期"",""read"":true,""write"":false},{""id"":""deliveryAddress"",""name"":""发货地址"",""read"":true,""write"":false},{""id"":""fileJson"",""name"":""附件信息"",""read"":true,""write"":false},{""id"":""description"",""name"":""订单备注"",""read"":true,""write"":false},{""id"":""orderEntryTable-goodsCode"",""name"":""订单商品-商品编号"",""read"":true,""write"":false},{""id"":""orderEntryTable-goodsName"",""name"":""订单商品-商品名称"",""read"":true,""write"":false},{""id"":""orderEntryTable-specifications"",""name"":""订单商品-规格型号"",""read"":true,""write"":false},{""id"":""orderEntryTable-unit"",""name"":""订单商品-单位"",""read"":true,""write"":false},{""id"":""orderEntryTable-qty"",""name"":""订单商品-数量"",""read"":true,""write"":false},{""id"":""orderEntryTable-price"",""name"":""订单商品-单价"",""read"":true,""write"":false},{""id"":""orderEntryTable-amount"",""name"":""订单商品-金额"",""read"":true,""write"":false},{""id"":""orderEntryTable-discount"",""name"":""订单商品-折扣%"",""read"":true,""write"":false},{""id"":""orderEntryTable-cess"",""name"":""订单商品-税率%"",""read"":true,""write"":false},{""id"":""orderEntryTable-actualPrice"",""name"":""订单商品-实际单价"",""read"":true,""write"":false},{""id"":""orderEntryTable-actualAmount"",""name"":""订单商品-实际金额"",""read"":true,""write"":false},{""id"":""orderEntryTable-description"",""name"":""订单商品-备注"",""read"":true,""write"":false},{""id"":""orderReceivableTable-receivableDate"",""name"":""收款计划-收款日期"",""read"":true,""write"":false},{""id"":""orderReceivableTable-receivableRate"",""name"":""收款计划-收款比率%"",""read"":true,""write"":false},{""id"":""orderReceivableTable-receivableMoney"",""name"":""收款计划-收款金额"",""read"":true,""write"":false},{""id"":""orderReceivableTable-receivableMode"",""name"":""收款计划-收款方式"",""read"":true,""write"":false},{""id"":""orderReceivableTable-abstract"",""name"":""收款计划-收款摘要"",""read"":true,""write"":false}],""nodeId"":""Kb2"",""num"":""0"",""prevId"":""Gb2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""09877984e3d242c381591cd926d3caf4"",""taskNodeId"":""1f9dbbd22ee34dbf814bbe9e4cf77d3e"",""title"":""审批人"",""type"":""approver""}","0","end","0",,"2","23/9/2020 03:56:12","09877984e3d242c381591cd926d3caf4","0"
"20a0cac26f814222855292a283d22202","cb2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""db2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""cb2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""d76bc07939b14deb9a69ee8997d52bbd"",""taskNodeId"":""20a0cac26f814222855292a283d22202"",""title"":""开始"",""type"":""start""}",,"db2","1",,"1","29/9/2020 03:16:13","d76bc07939b14deb9a69ee8997d52bbd","0"
"20a530f5be944db1a7e1643249349ff7","Gb2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""Kb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""Gb2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""01298ced00a344ffb92b0edf4045a883"",""taskNodeId"":""20a530f5be944db1a7e1643249349ff7"",""title"":""开始"",""type"":""start""}",,"Kb2","1",,"1","10/10/2020 00:59:21","01298ced00a344ffb92b0edf4045a883","0"
"215d37005b9b4232856bc32f077c9781","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","29/9/2020 03:18:30","2f9471178fb14a40bd06f3d56df9573d","0"
"21abe983dc18414d9946de2edaafb700","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"6","29/9/2020 06:57:13","c9cb1c2cba8045ea87dbded4b753a0c1","0"
"220d98363f9648cebe498a2892fec1ab","zb2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""0c2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""zb2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""713909cafd8744c8be1de96dcd4aecee"",""taskNodeId"":""220d98363f9648cebe498a2892fec1ab"",""title"":""开始"",""type"":""start""}",,"0c2","1",,"1","29/9/2020 03:15:57","713909cafd8744c8be1de96dcd4aecee","0"
"22d78dc255824a7fb96bd9e08f4040d8","Sb2","主管审批","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""1"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":true,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":true,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":true,""write"":false},{""id"":""flowUrgent"",""name"":""紧急程度"",""read"":true,""write"":false},{""id"":""billNo"",""name"":""流程单据"",""read"":true,""write"":false},{""id"":""month"",""name"":""所属月份"",""read"":true,""write"":false},{""id"":""issuingUnit"",""name"":""发放单位"",""read"":true,""write"":false},{""id"":""department"",""name"":""员工部门"",""read"":true,""write"":false},{""id"":""position"",""name"":""员工职位"",""read"":true,""write"":false},{""id"":""baseSalary"",""name"":""基本薪资"",""read"":true,""write"":false},{""id"":""actualAttendance"",""name"":""出勤天数"",""read"":true,""write"":false},{""id"":""allowance"",""name"":""员工津贴"",""read"":true,""write"":false},{""id"":""incomeTax"",""name"":""所得税"",""read"":true,""write"":false},{""id"":""insurance"",""name"":""员工保险"",""read"":true,""write"":false},{""id"":""performance"",""name"":""员工绩效"",""read"":true,""write"":false},{""id"":""overtimePay"",""name"":""加班费用"",""read"":true,""write"":false},{""id"":""grossPay"",""name"":""应发工资"",""read"":true,""write"":false},{""id"":""payroll"",""name"":""实发工资"",""read"":true,""write"":false},{""id"":""description"",""name"":""备注"",""read"":true,""write"":false}],""nodeId"":""Sb2"",""num"":""0"",""prevId"":""Rb2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""f2d40ae579fd42508ffcbccea06be072"",""taskNodeId"":""22d78dc255824a7fb96bd9e08f4040d8"",""title"":""主管审批"",""type"":""approver""}","0","end","0",,"2","29/9/2020 03:18:46","f2d40ae579fd42508ffcbccea06be072","0"
"23058f14aa68471585b94f497af1dd5a","Ub2","审批人","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""1"",""child"":true,""childNode"":""Zb2"",""circulatePosition"":[""2F82A84B-9F22-4E14-8B10-BC502F2BCD26"",""0E773C1A-2E4E-4001-A51E-0E3DC93901A4"",""6D4BC762-1F21-4697-95F6-D5B4D11C3E40"",""B650DD80-8C7C-4AFA-AF1C-B9C92CC5CFAC""],""circulateUser"":[""ec63d618f8b643428b27f18336f73f4b"",""3977de33-668c-4585-b09b-239aacfb4ebe"",""6b97f5b0-06ba-4f9d-a93d-876abbaaa767"",""9624fa22-ac3a-4184-af0b-b2c720df9d60"",""a133c2e4-212d-414e-b9d1-5ca443b1e95d"",""b973a1bb-4e2e-411e-94ea-77c83f0127d3""],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""comInputField101"",""name"":""单行输入框"",""read"":false,""write"":false},{""id"":""numInputField103"",""name"":""数字文本"",""read"":false,""write"":false},{""id"":""textareaField102"",""name"":""多行输入框"",""read"":false,""write"":false},{""id"":""checkboxField104"",""name"":""多选框"",""read"":false,""write"":false},{""id"":""timeField105"",""name"":""时间选择"",""read"":false,""write"":false}],""nodeId"":""Ub2"",""num"":""0"",""prevId"":""Tb2"",""progress"":""20"",""rejectStep"":""0"",""taskId"":""5d9e95ead802463887560a0c9810e65e"",""taskNodeId"":""23058f14aa68471585b94f497af1dd5a"",""title"":""审批人"",""type"":""approver""}","0","Zb2","0",,"2","29/9/2020 02:13:55","5d9e95ead802463887560a0c9810e65e","0"
"23117ff343bd42b9a6c97f6353ff61aa","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","29/9/2020 01:55:37","9c5db9e7fd3c44cc82fbdca1dc8fe464","0"
"238f54c93db7443ab8726de40601b1b0","Gb2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""Kb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""Gb2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""dced47785bb4410f88619910058bc560"",""taskNodeId"":""238f54c93db7443ab8726de40601b1b0"",""title"":""开始"",""type"":""start""}",,"Kb2","1",,"1","24/9/2020 11:01:55","dced47785bb4410f88619910058bc560","0"
"24473ec525754a4bac73678776795ee6","hb2","审批人","approver","{""approverPos"":[],""approvers"":[""43a38a12-a051-4006-be67-9547ee10eabc"",""67e573e0-bb73-49e0-823b-d8297b0da3f8""],""assigneeType"":""8"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""f_name"",""name"":""项目名称"",""read"":true,""write"":false},{""id"":""f_encode"",""name"":""项目编号"",""read"":true,""write"":false},{""id"":""f_type"",""name"":""项目类型"",""read"":true,""write"":false},{""id"":""f_userid"",""name"":""项目负责人"",""read"":true,""write"":false},{""id"":""f_pay"",""name"":""项目经费"",""read"":true,""write"":false},{""id"":""f_miji"",""name"":""项目密级"",""read"":true,""write"":false},{""id"":""tableField109"",""name"":""项目任务单"",""read"":true,""write"":false}],""nodeId"":""hb2"",""num"":""0"",""prevId"":""eb2"",""progress"":""90"",""rejectStep"":""0"",""taskId"":""807c7b83be114ad5bc0b60edb67152b8"",""taskNodeId"":""24473ec525754a4bac73678776795ee6"",""title"":""审批人"",""type"":""approver""}","0","end","-1",,"4","14/10/2020 07:17:45","807c7b83be114ad5bc0b60edb67152b8","-1"
"24923b9393434844a266a78535be333c","db2","主管审批","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""3"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":false,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":false,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":false,""write"":false},{""id"":""flowUrgent"",""name"":""紧急程度"",""read"":false,""write"":true},{""id"":""billNo"",""name"":""流程单据"",""read"":false,""write"":false},{""id"":""fullName"",""name"":""员工姓名"",""read"":false,""write"":true},{""id"":""department"",""name"":""所在部门"",""read"":false,""write"":false},{""id"":""position"",""name"":""所在职务"",""read"":false,""write"":false},{""id"":""applyDate"",""name"":""申请日期"",""read"":false,""write"":false},{""id"":""witness"",""name"":""证明人"",""read"":false,""write"":false},{""id"":""supplementNum"",""name"":""补卡人数"",""read"":false,""write"":false},{""id"":""supplementDate"",""name"":""补卡时间"",""read"":false,""write"":false},{""id"":""description"",""name"":""备注"",""read"":false,""write"":false}],""nodeId"":""db2"",""num"":""0"",""prevId"":""cb2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""a14841d6691f45049057568ea0c19e39"",""taskNodeId"":""24923b9393434844a266a78535be333c"",""title"":""主管审批"",""type"":""approver""}","0","end","0",,"2","18/9/2020 09:28:53","a14841d6691f45049057568ea0c19e39","0"
"24bdeed8307343058214fddb20901720","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","29/9/2020 03:16:35","b88fb1f8c2904c35b04d2b8871fe51f8","0"
"25afde8db92646bc9229e2e0b9820547","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","10/10/2020 02:04:29","748ad5a0baa64f2eab3fb446b41528c4","-1"
"27d7866d5c54465b998fc72f593f6ed2","gb2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""hb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""gb2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""7bed3546f71b46b69a3962c7f41dd846"",""taskNodeId"":""27d7866d5c54465b998fc72f593f6ed2"",""title"":""开始"",""type"":""start""}",,"hb2","1",,"1","27/9/2020 02:17:52","7bed3546f71b46b69a3962c7f41dd846","0"
"2880fdbf96934b2fa6be6d76817a40b8","Xb2","审批人","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""2"",""child"":true,""childNode"":""eb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""f_name"",""name"":""项目名称"",""read"":true,""write"":false},{""id"":""f_encode"",""name"":""项目编号"",""read"":true,""write"":false},{""id"":""f_type"",""name"":""项目类型"",""read"":true,""write"":false},{""id"":""f_userid"",""name"":""项目负责人"",""read"":true,""write"":false},{""id"":""f_pay"",""name"":""项目经费"",""read"":true,""write"":false},{""id"":""f_miji"",""name"":""项目密级"",""read"":true,""write"":false},{""id"":""tableField109"",""name"":""项目任务单"",""read"":true,""write"":false}],""nodeId"":""Xb2"",""num"":""0"",""prevId"":""Wb2"",""progress"":"""",""rejectStep"":""0"",""taskId"":""807c7b83be114ad5bc0b60edb67152b8"",""taskNodeId"":""2880fdbf96934b2fa6be6d76817a40b8"",""title"":""审批人"",""type"":""approver""}","0","bb2","1",,"2","14/10/2020 07:17:45","807c7b83be114ad5bc0b60edb67152b8","-1"
"28ce4337138040659ab12063664ed7d7","cb2","审批人","approver","{""approverPos"":[],""approvers"":[""dacf5db5-2cca-4fe9-aa62-11ee82f846cf""],""assigneeType"":""6"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":""eb2"",""formOperates"":[],""nodeId"":""cb2"",""num"":""1"",""prevId"":""Zb2"",""progress"":""40"",""rejectStep"":""1"",""taskId"":""2ded3c617a0d46fd85afd13c1ad249d6"",""taskNodeId"":""28ce4337138040659ab12063664ed7d7"",""title"":""审批人"",""type"":""approver""}","1","ib2","1",,"3","14/10/2020 07:10:47","2ded3c617a0d46fd85afd13c1ad249d6","0"
"290da63b1a3441caafe918882a4a8c7e","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","29/9/2020 03:18:46","f2d40ae579fd42508ffcbccea06be072","0"
"296457f05d6847868c9ecb90ccfc3c71","0c2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""1c2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""0c2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""13f1d204de62486cada87bdc52c66368"",""taskNodeId"":""296457f05d6847868c9ecb90ccfc3c71"",""title"":""开始"",""type"":""start""}",,"1c2","1",,"1","29/9/2020 03:02:02","13f1d204de62486cada87bdc52c66368","0"
"2acd96397c9e41b1965e4a6cfc4e4346","Wb2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""Xb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""Wb2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""807c7b83be114ad5bc0b60edb67152b8"",""taskNodeId"":""2acd96397c9e41b1965e4a6cfc4e4346"",""title"":""开始"",""type"":""start""}",,"Xb2","1",,"1","14/10/2020 07:26:15","807c7b83be114ad5bc0b60edb67152b8","0"
"2ad10359e9614e2199a4825c7929dc1c","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","27/9/2020 02:17:52","7bed3546f71b46b69a3962c7f41dd846","0"
"2b04cc5c9b27429b9602ec6332ce1cb8","Ec2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""Fc2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""Ec2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""14496a51187b4cbea75cab5406c45fd4"",""taskNodeId"":""2b04cc5c9b27429b9602ec6332ce1cb8"",""title"":""开始"",""type"":""start""}",,"Fc2","1",,"1","29/9/2020 03:17:08","14496a51187b4cbea75cab5406c45fd4","0"
"2b4ac291b4bf46068a08b23932062957","Gb2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""Kb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""Gb2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""2a6b71798ff74e5a96d227aa399a8673"",""taskNodeId"":""2b4ac291b4bf46068a08b23932062957"",""title"":""开始"",""type"":""start""}",,"Kb2","1",,"1","14/10/2020 06:45:27","2a6b71798ff74e5a96d227aa399a8673","0"
"2bc811d02228419ca1775de066aabaa4","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"5","14/10/2020 07:29:19","2656aa0e01184ddeba15163958adba3d","0"
"2c3146a80d8a43c59ae3264e9ec54073","Ub2","审批人","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""1"",""child"":true,""childNode"":""Zb2"",""circulatePosition"":[""2F82A84B-9F22-4E14-8B10-BC502F2BCD26"",""0E773C1A-2E4E-4001-A51E-0E3DC93901A4"",""6D4BC762-1F21-4697-95F6-D5B4D11C3E40"",""B650DD80-8C7C-4AFA-AF1C-B9C92CC5CFAC""],""circulateUser"":[""ec63d618f8b643428b27f18336f73f4b"",""3977de33-668c-4585-b09b-239aacfb4ebe"",""6b97f5b0-06ba-4f9d-a93d-876abbaaa767"",""9624fa22-ac3a-4184-af0b-b2c720df9d60"",""a133c2e4-212d-414e-b9d1-5ca443b1e95d"",""b973a1bb-4e2e-411e-94ea-77c83f0127d3""],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""comInputField101"",""name"":""单行输入框"",""read"":false,""write"":false},{""id"":""numInputField103"",""name"":""数字文本"",""read"":false,""write"":false},{""id"":""textareaField102"",""name"":""多行输入框"",""read"":false,""write"":false},{""id"":""checkboxField104"",""name"":""多选框"",""read"":false,""write"":false},{""id"":""timeField105"",""name"":""时间选择"",""read"":false,""write"":false}],""nodeId"":""Ub2"",""num"":""0"",""prevId"":""Tb2"",""progress"":""20"",""rejectStep"":""0"",""taskId"":""c9cb1c2cba8045ea87dbded4b753a0c1"",""taskNodeId"":""2c3146a80d8a43c59ae3264e9ec54073"",""title"":""审批人"",""type"":""approver""}","0","Yb2","1",,"2","29/9/2020 06:53:22","c9cb1c2cba8045ea87dbded4b753a0c1","-1"
"2c36385ad67f48e88854e3ddf63dc430","Qb2","审批人","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""2"",""child"":true,""childNode"":""Tb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""comInputField101"",""name"":""单行输入框"",""read"":true,""write"":false},{""id"":""numInputField102"",""name"":""数字文本"",""read"":true,""write"":false},{""id"":""JNPFAmountField103"",""name"":""金额文本"",""read"":true,""write"":false},{""id"":""uploadImgField104"",""name"":""图片上传"",""read"":true,""write"":false}],""nodeId"":""Qb2"",""num"":""0"",""prevId"":""Pb2"",""progress"":""40"",""rejectStep"":""0"",""taskId"":""4d318a61badf4019b6192c2e975a3d12"",""taskNodeId"":""2c36385ad67f48e88854e3ddf63dc430"",""title"":""审批人"",""type"":""approver""}","0","Tb2","0",,"2","29/9/2020 03:17:49","4d318a61badf4019b6192c2e975a3d12","0"
"2cc623e41ee846a7b4292d2ac57c9b42","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","29/9/2020 03:19:02","308c97d907d54a17bbd0464790565e5a","0"
"2ce8f1dd2fc141229c75941380f9991c","Wb2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""Xb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""Wb2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""807c7b83be114ad5bc0b60edb67152b8"",""taskNodeId"":""2ce8f1dd2fc141229c75941380f9991c"",""title"":""开始"",""type"":""start""}",,"Xb2","1",,"1","14/10/2020 07:17:45","807c7b83be114ad5bc0b60edb67152b8","-1"
