"F_Id","F_NodeCode","F_NodeName","F_HandleStatus","F_HandleId","F_HandleTime","F_HandleOpinion","F_TaskOperatorId","F_TaskNodeId","F_TaskId"
"a20dddc7b59741e8ba6b246a8ed4da86","5c2","主管审批","1","1d230af0-7054-43e0-bcd0-60144d3ed1d1","29/9/2020 06:00:14","恢复","6a39c09907cf4f7a882722938a5753c0","40dd9e57add14dca8f2ac2709345adf0","4bc99dc11a7f49c690d031f9358864cb"
"a2387fe830d949fba823e7441a68ed9e","Kb2","主管审批","1","0602f0ce-e33e-43e1-83e5-402a8d05bfb5","10/10/2020 01:04:37","的","71384ce631b54623817188170fbb088c","0b502428ea7044c8992e72aa967b39e4","01298ced00a344ffb92b0edf4045a883"
"a28f2e9c62fb4ce5b8f3fcff32f0ad3d","Ob2","主管审批","1","cb222cae-d8dd-4577-9c6f-4eeabeccb66a","30/9/2020 06:56:34","的","db25e54b87054d3482ea4fa81341097a","9170b1f564a149d5ba35c79cc57ffd8c","81e3457104694b669bdb2e084b3e9704"
"a62aee09509c4a2b87ad7f3a83330fd8","Kb2","主管审批","1","7e2d74f1-277a-4a51-9311-8d02d579f251","29/9/2020 05:49:12","发顺丰","9bfd0c642d5a434d91195df52fbab771","08f3d309c02d4fada17e79ca0a511d79","356b6563e15f4f8e9f6ba9929a988fd0"
"a9b2c14ea6db4d97b1f8acadabe96262",,"开始","2","admin","30/9/2020 06:54:18",,,,"d6fe472640454d7f93862ee5d2c99cde"
"a9ee8273fd94451d8f3226c6fb129c03",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:15:43",,,,"18c5c7963e5540dbb49f92aa7667eff0"
"aac460cd0ee14f6fa277c920a3c4e169",,"开始","3","admin","25/9/2020 08:33:06","sss",,,"77b4c47c08d6446aab7abd7923950205"
"ab34c9ebf6af4232bfa7f00717e52fe7","Xb2","审批人","1","7e2d74f1-277a-4a51-9311-8d02d579f251","14/10/2020 07:26:54","三十多岁","1a40aa57ffd64e0aa7a2a1d690fe94e6","7c801654e3254b77a4f02c2d7a1afba2","807c7b83be114ad5bc0b60edb67152b8"
"acb0969f9bd34859abe21ac49f723a93","Kb2","审批人","1","639528cd-4299-48ae-854a-2b7a33384f96","15/10/2020 11:31:35",,"342207ab468040d88ff28b14be9fee06","59f4e57e155d4fa29837b2ac1a2aecd5","e552efa9e8d74cf698936451d70cdd65"
"aebb2a35b7be432fa8355e0f08d9cbaa",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 06:53:22",,,,"c9cb1c2cba8045ea87dbded4b753a0c1"
"af72e3477dc14593964dda875a9a80d2",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:17:08",,,,"14496a51187b4cbea75cab5406c45fd4"
"af82b524c533448d9823d94c1a2b3b63",,"开始","2","admin","30/9/2020 07:35:33",,,,"e8185b21c91b4be483cd1d08a6cdd87a"
"b01fc49a4b4344cdb239a49ea4ca58e9","hb2","主管审批","1","43a38a12-a051-4006-be67-9547ee10eabc","9/10/2020 03:06:03","的的","584debced06c4ce09bb4eb5862dbd444","a53396210bbe4151bcea84ce978eccd0","8395b1f5d24b4e7ab425ba7ae2adf85a"
"b0b520ca574a48f08b24c048a4f6a6f8",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 02:56:33",,,,"c5f77786e8724df6a0899af4666f94e2"
"b0ea85bc085b446c9d02341507eb16b0",,"开始","2","admin","30/9/2020 06:03:47",,,,"5d82568eddc6423684257ecbf46386a9"
"b2acebd9a1a8480091304c8cd027bbe2","cb2","审批人","0","dacf5db5-2cca-4fe9-aa62-11ee82f846cf","15/10/2020 01:28:47","2323","861680e43cc24cd5834218479f8063dd","bdc2f4acac0547b1ad4f974c72f88aa3","2656aa0e01184ddeba15163958adba3d"
"b2c676be76e7497ebfff8b167fdd5132",,"开始","2","9624fa22-ac3a-4184-af0b-b2c720df9d60","27/9/2020 02:27:44",,,,"d75b9630183841cba7301bd002eb570a"
"b3ef15f460044c75b82650650768453a",,"开始","2","admin","25/9/2020 08:36:30",,,,"de068d67992e4c509d8676130660da10"
"b408dcd60f8842bea7cdefe9cb6536c4",,"开始","4","admin","21/9/2020 08:14:04","二",,,"75000ae0555447d68dedc6ef9758a2cb"
"b5a0cea525d64b9d8ce6e80ebdcb89e9",,"开始","2","admin","30/9/2020 08:07:46",,,,"10950ad33f5c42d0a786b6e717f9f2be"
"b613a189542f45deb8fc3e4b6f181d69",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:15:27",,,,"570c141ece4546cfae5f87ba63cfc6b6"
"bb9a19ebc8024a1aa0e261d00344e34f","Ub2","审批人","1","admin","29/9/2020 01:31:39","的地方","392c311d87054714a021782bc6c1d331","dd119db25ac44383929b9946be2e22af","c1986704d28e4d64beefd912323291a6"
"bc1786ac26d844f89928965512ca769f","Kb2","主管审批","1","a241fbb08a494e0492ddacd9ff42be7f","10/10/2020 01:19:53","是多少","9fc440358ac0452e91090cc5f1a67ec0","0b502428ea7044c8992e72aa967b39e4","01298ced00a344ffb92b0edf4045a883"
"bf2606429bb74622b530cd40af22aa16","Bc2","主管审批","1","048657c1-ecb1-4e5d-aced-6126ceae779e","15/10/2020 11:19:40",,"415c67d550bc45baa55a32fc42231ddf","a5143ca2316a4c67ad75cd8adb188740","6cae7f9a626b4512b5b8fb2b98feb63a"
"c06b58b2bf694e1fb4e9e42d0d18003b",,"开始","2","admin","23/9/2020 03:56:12",,,,"09877984e3d242c381591cd926d3caf4"
"c1070d74f9af41e0b8e5765511426694",,"开始","2","admin","14/10/2020 07:36:18",,,,"31a6b59ed8944a61b0213200565421b5"
"c1f279afffb74c0c91bf87fe3b56a4e8","Ob2","主管审批","1","0602f0ce-e33e-43e1-83e5-402a8d05bfb5","30/9/2020 07:36:26","的发","4f84cbe9f75e41038dc4679c8d70cd62","c796a00be1da4961a2779eb52e1afc39","e8185b21c91b4be483cd1d08a6cdd87a"
"c2af0809c92640fab9dbe43a28911d82",,"开始","2","admin","30/9/2020 07:36:39",,,,"10950ad33f5c42d0a786b6e717f9f2be"
"c424eb5512534ac798274d905988a61e",,"开始","2","admin","22/9/2020 05:55:16",,,,"dc91f0822b144c32bdf098f0160b55dd"
"c4c3830b25364501a84d5cfff5c5f531","Xb2","审批人","1","7e2d74f1-277a-4a51-9311-8d02d579f251","14/10/2020 06:57:56","的","a71ea4334f5c4b2486bef7afda7e6294","4f29ffea84c04f8caf9afb7bf2c10cc2","f1179eb113874a7aa8b2936720123883"
"c5102bdd6c2f43f7bd61c083ac997ee2",,"开始","2","admin","15/10/2020 02:32:30",,,,"b994dd2f867a4bef86b65d778d686b2e"
"c570a89fe0174d34b74c91d66d602a68",,"开始","3","03d159a3-0f88-424c-a24f-02f63855fe4f","15/10/2020 11:28:18","啊啊",,,"e552efa9e8d74cf698936451d70cdd65"
"c5d0d3846ecc4f418ee5c85ed69439ab",,"开始","2","admin","23/3/2021 09:26:05",,,,"a893eeb0aefe40d5bda50f6174630db0"
"c5dd361d707746cdbf69bc9d5e4c7193",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:02:02",,,,"13f1d204de62486cada87bdc52c66368"
"c5e652fbfbeb4126ab2a236d78908330","3c2","主管审批","1","cb222cae-d8dd-4577-9c6f-4eeabeccb66a","15/10/2020 02:41:02",,"04469143487f476282aad6392e1a30f1","4a0d67d04f924bd7846c4c9da13a6b4b","a36f540ba55c4a4ea2c87ffecb66b246"
"c69db378a1d24edba1d31ac8cd875fa9",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:15:11",,,,"49bd801c232e470cb915dd0be974008e"
"c6b5c69b72f94b818472bb4adbd4d017","Kb2","主管审批","0","16aa09b1-e264-45b7-9085-5cdadad05f65","10/10/2020 02:05:42","是","719b4f5e1b7349ac86b9b702064e77fa","4f8054653ab74c95ae93fdc247c389a4","748ad5a0baa64f2eab3fb446b41528c4"
"c87a22c471dd4bb281669af7d664618f","hb2","审批人","1","43a38a12-a051-4006-be67-9547ee10eabc","14/10/2020 07:13:28","手动挡","2c3f3338fe58412bb5a9891faf663aa4","18a58a9445054eea93fd3696d3e32ea3","2ded3c617a0d46fd85afd13c1ad249d6"
"c95ba42279f64fb79df9b4e6eab9c7c9",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:17:34",,,,"c6f7ea222c774202b5a5a1af7d3957dc"
"cae5c777ea2b47018dc278264d8f36ec","db2","主管审批","1","admin","18/9/2020 09:15:27","11","b5ce921b6bb8492a84d7a038533f71a5","990f045b53ab479181423665cd480a66","c0daa6d711c34bb286e0f742a5160e87"
"cd537af5b6514091a3c8f0e5983f0bf9","Ub2","审批人","1","admin","27/9/2020 02:24:57","问问",,,"c1986704d28e4d64beefd912323291a6"
"ce247daf86e94fbb88a45f47255288c5",,"开始","2","admin","14/10/2020 07:30:53",,,,"029813f3105a444b95fde64f9994c431"
"ce2b9a8ead094ed989a9721be34a0e9e","Kb2","审批人","1","43a38a12-a051-4006-be67-9547ee10eabc","14/10/2020 07:41:32","的","4b0de7f7079c4ce5a764af187834249a","30783b2b6b14443bad03b03afceac3f6","32555004ae7c4c55aa49db58df543266"
"d0b5134a831f4eaf88f59af2112e6458",,"开始","2","admin","14/10/2020 07:17:45",,,,"807c7b83be114ad5bc0b60edb67152b8"
"d0ea616d0b2d4f3e8f9db24c2fd38029",,"开始","2","admin","30/9/2020 06:55:50",,,,"81e3457104694b669bdb2e084b3e9704"
"d13aa7561f8042aea71a32246e058937",,"开始","2","admin","18/9/2020 09:18:31",,,,"94de527626994e83a82c9806c5cded37"
"d2888e2da9a648c596f1b766fe102824","Kb2","主管审批","1","7e2d74f1-277a-4a51-9311-8d02d579f251","10/10/2020 01:12:45","是是是","71384ce631b54623817188170fbb088c","0b502428ea7044c8992e72aa967b39e4","01298ced00a344ffb92b0edf4045a883"
"d3f168263cdf45f9bbb4fd48166a70ca",,"开始","2","admin","15/10/2020 02:38:32",,,,"a36f540ba55c4a4ea2c87ffecb66b246"
"d5b95211ab4241c8a722f0d0ad9d1f1b","Kb2","主管审批","1","16aa09b1-e264-45b7-9085-5cdadad05f65","10/10/2020 01:11:29","是多少","71384ce631b54623817188170fbb088c","0b502428ea7044c8992e72aa967b39e4","01298ced00a344ffb92b0edf4045a883"
"d7a9a7e5bce94272930dfdfc270e7d20","Xb2","审批人","1","7e2d74f1-277a-4a51-9311-8d02d579f251","14/10/2020 07:18:21",,"4f00b649ea894d1695c45c6821d09bc9","2880fdbf96934b2fa6be6d76817a40b8","807c7b83be114ad5bc0b60edb67152b8"
"d7e92770c199445794c23a44040b0a3e",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:15:36",,,,"f5501f7f321145fa8d9e8e172b8436ac"
"d944401db5bc4bd2b4ef1f93b9add29e","Ub2","审批人","3","admin","27/9/2020 03:26:02","问问",,,"c1986704d28e4d64beefd912323291a6"
"dae8d68ad6814434b2f45a6439e2a01e","Kb2","主管审批","1","ea3b9f9e61584acf95d4142ad16f7883","30/9/2020 06:12:50","的","f7f41bed50cd43768e276e6670896b27","7b067c125ca3476ca9bf866e8aae9e36","5d82568eddc6423684257ecbf46386a9"
"db8d88e479334fb4a9b47c506c44c705","Sb2","主管审批","1","7e2d74f1-277a-4a51-9311-8d02d579f251","29/9/2020 08:07:49","的","8ba70b6492e14727bbe62b34fdd4ebe4","1048866d3e89467da148636976677216","e8b752815512405394c9735f4fa0ca98"
"db8f31654dfd493baf449b1589e8320b",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:14:38",,,,"a4a1b06b137a4c568c1381bd4bacc5bc"
"e3d69c46ddb64f2c8ce5595e61333b50",,"开始","2","admin","12/10/2020 10:01:45",,,,"3cd1c966a4f9422bad61f03ebe407009"
"e4086af9916f401485da039669e1a779",,"开始","2","admin","23/3/2021 09:25:25",,,,"7b055d9c2c14487db37d56352027fb85"
"e421b18476d54547badb81f36299af7c",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:18:12",,,,"9b10fa17f6724d0fad4648a852d7f858"
"e9ca8db178c3463989a7e3b082794b95","Wb2","主管审批","1","admin","23/3/2021 09:26:18","333","922901f489864875ad325ca12b097e2d","6043c06ca4d343d0bf328511308aa6a3","7b055d9c2c14487db37d56352027fb85"
"eb5582721d7a43cb8f5d10069a3e89d9",,"开始","2","admin","10/10/2020 08:00:45",,,,"a7e733bbde014b3390174de2e9ae6d3d"
"eb86c3e95d184d4897fbbe5e0fde0f32","Kb2","主管审批","1","67e573e0-bb73-49e0-823b-d8297b0da3f8","10/10/2020 01:49:07","11","9c319424d3e54988a3528e5aae31f148","0b502428ea7044c8992e72aa967b39e4","01298ced00a344ffb92b0edf4045a883"
"eb9d9921b29945c88251cb82cafe0aa5",,"开始","3","admin","14/10/2020 06:47:12","地方",,,"2656aa0e01184ddeba15163958adba3d"
"eba419ae9e0545cfa104ec139f87395c",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:15:50",,,,"199a9cdad4e24b4f91b7d955b93ad850"
"ebdbe63613764059853a607a569c4276",,"开始","2","22736bf4-f2d5-4081-9fb4-ca43d6235f56","10/10/2020 08:45:50",,,,"cdeeb70c59904cc990cc17f9b25c5b3a"
"ed3f75bb40d84641b7d750d076187cdb",,"审批节点","4","admin","23/3/2021 09:31:54","测试",,,"a893eeb0aefe40d5bda50f6174630db0"
"ed92a64095d844a3b704b352f2e849fa",,"开始","2","admin","14/10/2020 07:29:06",,,,"16724ab4b7b145ee92cb2083fbbf952e"
"ee3116d7cb374a6caff14e605963327a",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 01:54:58",,,,"17df3ba1d331472ca30dde642b924ac2"
"eeefbb5aadeb45da9e227000a4e56967","Sb2","主管审批","1","7e2d74f1-277a-4a51-9311-8d02d579f251","29/9/2020 08:15:04","爽肤水","306d8f8e8bf8488484ffe4ddbd15876e","648addc72a7d4c07b8cb69705ec2b645","91cefc2b8eb14e369dbb5ca17a492d96"
"ef42aa661b1a49a7bb360ac751409a7b",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:15:57",,,,"713909cafd8744c8be1de96dcd4aecee"
"ef52ee36741645738561ebfeb58dad79",,"开始","2","admin","27/9/2020 02:26:49",,,,"ab67329172da42fc8e4e1ddacad00ceb"
"f0241c1c4dc042fc92599cb67360710c",,"开始","2","639528cd-4299-48ae-854a-2b7a33384f96","15/10/2020 11:15:32",,,,"6cae7f9a626b4512b5b8fb2b98feb63a"
"f0824db32533485d981b75866719203c",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:16:13",,,,"d76bc07939b14deb9a69ee8997d52bbd"
"f12b6aee653a4c5bbd364d16cfc74630",,"开始","2","03d159a3-0f88-424c-a24f-02f63855fe4f","15/10/2020 11:27:41",,,,"e552efa9e8d74cf698936451d70cdd65"
"f14d6619509e46f5a527079af04f461c","ib2","审批人","1","1c637b38-7c7e-4733-9069-5a8f4585f6f9","14/10/2020 07:13:04","是","9e4054caff27425d8be8c94c23ecfeb4","6884531c775140109bdd681ebf47406e","2ded3c617a0d46fd85afd13c1ad249d6"
"f2674e1d64ca474c9551f831305f92f2",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:17:26",,,,"5cc32510aec84d6b89cbf3f94eaa9bf4"
"f2e0518c27cf48c89557fa049e336e96",,"开始","2","admin","30/9/2020 08:47:23",,,,"0070d6b242ff48e497cbe337bf1da9ad"
"f60cb25c35b3465688bdaff54329afff","Kb2","审批人","0","admin","14/10/2020 07:31:15","是","600cb81e36534edbbc358d9fb2ac94eb","c015b2fc89044bb18f8075f7f46f8dd8","029813f3105a444b95fde64f9994c431"
"fa346b03b2e74582a408f180be00e639",,"开始","2","bd2e16c2680e410bb735a85027575e4f","29/9/2020 03:17:57",,,,"c32aa6bd54ae4603bcb45de83d8d46c2"
"fb7a1308da8043a697e2a9caef8f6a56",,"开始","2","0fb772a4-9229-417d-bd25-f112ab12b754","9/10/2020 02:36:23",,,,"a3b659e5982f4879a633609a29788446"
"fd9755ef6970483ba05feaa86e343eee",,"开始","2","22736bf4-f2d5-4081-9fb4-ca43d6235f56","10/10/2020 09:00:29",,,,"5a9650ae93dc481e80de56362c0d50a5"
"fd9beda3be6949629600070861fa0501","cb2","审批人","0","dacf5db5-2cca-4fe9-aa62-11ee82f846cf","15/10/2020 01:27:01","的",,,"2656aa0e01184ddeba15163958adba3d"
"fdffaa2b35d94c6ba67e77f34ccd318c",,"开始","2","admin","9/10/2020 02:55:37",,,,"06f80e9053194326a66b822519acedf9"
"ff36ef1f41cd41808c7f7d14aea14c91","Kb2","审批人","0","admin","14/10/2020 07:35:56","的","eb8127393de14589b09ac3465f5d8c1e","e4bfe55f21344a3f94683f1cb8241e3b","31a6b59ed8944a61b0213200565421b5"
