"F_Id","F_ParentId","F_EnCode","F_FullName","F_QuickQuery","F_Type","F_Description","F_SortCode","F_EnabledMark","F_CreatorTime","F_CreatorUserId","F_LastModifyTime","F_LastModifyUserId","F_DeleteMark","F_DeleteTime","F_DeleteUserId"
"230902009","230902","230902009","新安街道","xinanjiedao","4",,"0","1",,,,,,,
"230902010","230902","230902010","越秀街道","yuexiujiedao","4",,"0","1",,,,,,,
"230902100","230902","230902100","红旗镇","hongqizhen","4",,"0","1",,,,,,,
"230903","2309","230903","桃山区","taoshanqu","3",,"0","1",,,,,,,
"230903001","230903","230903001","桃南街道","taonanjiedao","4",,"0","1",,,,,,,
"230903002","230903","230903002","桃北街道","taobeijiedao","4",,"0","1",,,,,,,
"230903003","230903","230903003","桃西街道","taoxijiedao","4",,"0","1",,,,,,,
"230903004","230903","230903004","兴岗街道","xinggangjiedao","4",,"0","1",,,,,,,
"230903005","230903","230903005","桃东街道","taodongjiedao","4",,"0","1",,,,,,,
"230903006","230903","230903006","桃山街道","taoshanjiedao","4",,"0","1",,,,,,,
"230903100","230903","230903100","万宝河镇","wanbaohezhen","4",,"0","1",,,,,,,
"230904","2309","230904","茄子河区","qiezihequ","3",,"0","1",,,,,,,
"230904001","230904","230904001","东风街道","dongfengjiedao","4",,"0","1",,,,,,,
"230904002","230904","230904002","向阳街道","xiangyangjiedao","4",,"0","1",,,,,,,
"230904003","230904","230904003","富强街道","fuqiangjiedao","4",,"0","1",,,,,,,
"230904004","230904","230904004","新富街道","xinfujiedao","4",,"0","1",,,,,,,
"230904005","230904","230904005","龙湖街道","longhujiedao","4",,"0","1",,,,,,,
"230904100","230904","230904100","茄子河镇","qiezihezhen","4",,"0","1",,,,,,,
"230904101","230904","230904101","宏伟镇","hongweizhen","4",,"0","1",,,,,,,
"230904200","230904","230904200","铁山乡","tieshanxiang","4",,"0","1",,,,,,,
"230904201","230904","230904201","中心河乡","zhongxinhexiang","4",,"0","1",,,,,,,
"230921","2309","230921","勃利县","bolixian","3",,"0","1",,,,,,,
"230921001","230921","230921001","新起街道","xinqijiedao","4",,"0","1",,,,,,,
"230921002","230921","230921002","新华街道","xinhuajiedao","4",,"0","1",,,,,,,
"230921003","230921","230921003","元明街道","yuanmingjiedao","4",,"0","1",,,,,,,
"230921004","230921","230921004","铁西街道","tiexijiedao","4",,"0","1",,,,,,,
"230921005","230921","230921005","城西街道","chengxijiedao","4",,"0","1",,,,,,,
"230921100","230921","230921100","勃利镇","bolizhen","4",,"0","1",,,,,,,
"230921101","230921","230921101","小五站镇","xiaowuzhanzhen","4",,"0","1",,,,,,,
"230921102","230921","230921102","大四站镇","dasizhanzhen","4",,"0","1",,,,,,,
"230921103","230921","230921103","双河镇","shuanghezhen","4",,"0","1",,,,,,,
"230921104","230921","230921104","倭肯镇","wokenzhen","4",,"0","1",,,,,,,
"230921200","230921","230921200","青山乡","qingshanxiang","4",,"0","1",,,,,,,
"230921201","230921","230921201","长兴乡","zhangxingxiang","4",,"0","1",,,,,,,
"230921202","230921","230921202","永恒乡","yonghengxiang","4",,"0","1",,,,,,,
"230921203","230921","230921203","抢垦乡","qiangkenxiang","4",,"0","1",,,,,,,
"230921204","230921","230921204","杏树朝鲜族乡","xingshuchaoxianzuxiang","4",,"0","1",,,,,,,
"230921205","230921","230921205","吉兴朝鲜族满族乡","jixingchaoxianzumanzuxiang","4",,"0","1",,,,,,,
"230921500","230921","230921500","北兴农场","beixingnongchang","4",,"0","1",,,,,,,
"230921580","230921","230921580","种畜场","zhongchuchang","4",,"0","1",,,,,,,
"2310","23","2310","牡丹江市","mudanjiangshi","2",,"0","1",,,,,,,
"231001","2310","231001","市辖区","shixiaqu","3",,"0","1",,,,,,,
"231002","2310","231002","东安区","donganqu","3",,"0","1",,,,,,,
"231002001","231002","231002001","新安街道","xinanjiedao","4",,"0","1",,,,,,,
"231002002","231002","231002002","长安街道","zhanganjiedao","4",,"0","1",,,,,,,
"231002003","231002","231002003","七星街道","qixingjiedao","4",,"0","1",,,,,,,
"231002004","231002","231002004","五星街道","wuxingjiedao","4",,"0","1",,,,,,,
"231002100","231002","231002100","兴隆镇","xinglongzhen","4",,"0","1",,,,,,,
"231003","2310","231003","阳明区","yangmingqu","3",,"0","1",,,,,,,
"231003001","231003","231003001","阳明街道","yangmingjiedao","4",,"0","1",,,,,,,
"231003002","231003","231003002","前进街道","qianjinjiedao","4",,"0","1",,,,,,,
"231003003","231003","231003003","新兴街道","xinxingjiedao","4",,"0","1",,,,,,,
"231003004","231003","231003004","桦林橡胶厂街道","hualinxiangjiaochangjiedao","4",,"0","1",,,,,,,
"231003100","231003","231003100","铁岭镇","tielingzhen","4",,"0","1",,,,,,,
"231003101","231003","231003101","桦林镇","hualinzhen","4",,"0","1",,,,,,,
"231004","2310","231004","爱民区","aiminqu","3",,"0","1",,,,,,,
"231004001","231004","231004001","向阳街道","xiangyangjiedao","4",,"0","1",,,,,,,
"231004002","231004","231004002","黄花街道","huanghuajiedao","4",,"0","1",,,,,,,
"231004003","231004","231004003","铁北街道","tiebeijiedao","4",,"0","1",,,,,,,
"231004004","231004","231004004","新华街道","xinhuajiedao","4",,"0","1",,,,,,,
"231004005","231004","231004005","大庆街道","daqingjiedao","4",,"0","1",,,,,,,
"231004006","231004","231004006","兴平街道","xingpingjiedao","4",,"0","1",,,,,,,
"231004007","231004","231004007","北山街道","beishanjiedao","4",,"0","1",,,,,,,
"231004201","231004","231004201","北安乡","beianxiang","4",,"0","1",,,,,,,
"231005","2310","231005","西安区","xianqu","3",,"0","1",,,,,,,
"231005001","231005","231005001","先锋街道","xianfengjiedao","4",,"0","1",,,,,,,
"231005002","231005","231005002","火炬街道","huojujiedao","4",,"0","1",,,,,,,
"231005003","231005","231005003","立新街道","lixinjiedao","4",,"0","1",,,,,,,
"231005004","231005","231005004","牡丹街道","mudanjiedao","4",,"0","1",,,,,,,
"231005005","231005","231005005","江滨街道","jiangbinjiedao","4",,"0","1",,,,,,,
"231005006","231005","231005006","沿江街道","yanjiangjiedao","4",,"0","1",,,,,,,
"231005100","231005","231005100","温春镇","wenchunzhen","4",,"0","1",,,,,,,
"231005200","231005","231005200","沿江乡","yanjiangxiang","4",,"0","1",,,,,,,
"231024","2310","231024","东宁县","dongningxian","3",,"0","1",,,,,,,
"231024100","231024","231024100","东宁镇","dongningzhen","4",,"0","1",,,,,,,
"231024101","231024","231024101","三岔口镇","sanchakouzhen","4",,"0","1",,,,,,,
"231024102","231024","231024102","大肚川镇","daduchuanzhen","4",,"0","1",,,,,,,
"231024103","231024","231024103","老黑山镇","laoheishanzhen","4",,"0","1",,,,,,,
"231024104","231024","231024104","道河镇","daohezhen","4",,"0","1",,,,,,,
"231024105","231024","231024105","绥阳镇","suiyangzhen","4",,"0","1",,,,,,,
"231024400","231024","231024400","绥阳林业局","suiyanglinyeju","4",,"0","1",,,,,,,
"231025","2310","231025","林口县","linkouxian","3",,"0","1",,,,,,,
"231025100","231025","231025100","林口镇","linkouzhen","4",,"0","1",,,,,,,
"231025101","231025","231025101","古城镇","guchengzhen","4",,"0","1",,,,,,,
"231025102","231025","231025102","刁翎镇","diaolingzhen","4",,"0","1",,,,,,,
"231025103","231025","231025103","五林镇","wulinzhen","4",,"0","1",,,,,,,
"231025104","231025","231025104","朱家镇","zhujiazhen","4",,"0","1",,,,,,,
"231025105","231025","231025105","柳树镇","liushuzhen","4",,"0","1",,,,,,,
"231025106","231025","231025106","三道通镇","sandaotongzhen","4",,"0","1",,,,,,,
"231025107","231025","231025107","龙爪镇","longzhuazhen","4",,"0","1",,,,,,,
"231025108","231025","231025108","莲花镇","lianhuazhen","4",,"0","1",,,,,,,
"231025200","231025","231025200","奎山乡","kuishanxiang","4",,"0","1",,,,,,,
"231025201","231025","231025201","青山乡","qingshanxiang","4",,"0","1",,,,,,,
"231025202","231025","231025202","建堂乡","jiantangxiang","4",,"0","1",,,,,,,
"231025400","231025","231025400","林口林业局","linkoulinyeju","4",,"0","1",,,,,,,
"231081","2310","231081","绥芬河市","suifenheshi","3",,"0","1",,,,,,,
"231081100","231081","231081100","绥芬河镇","suifenhezhen","4",,"0","1",,,,,,,
"231081101","231081","231081101","阜宁镇","funingzhen","4",,"0","1",,,,,,,
"231083","2310","231083","海林市","hailinshi","3",,"0","1",,,,,,,
"231083100","231083","231083100","海林镇","hailinzhen","4",,"0","1",,,,,,,
"231083101","231083","231083101","长汀镇","zhangtingzhen","4",,"0","1",,,,,,,
"231083102","231083","231083102","横道镇","hengdaozhen","4",,"0","1",,,,,,,
"231083103","231083","231083103","山市镇","shanshizhen","4",,"0","1",,,,,,,
"231083104","231083","231083104","柴河镇","chaihezhen","4",,"0","1",,,,,,,
"231083105","231083","231083105","二道镇","erdaozhen","4",,"0","1",,,,,,,
"231083106","231083","231083106","新安朝鲜族镇","xinanchaoxianzuzhen","4",,"0","1",,,,,,,
"231083107","231083","231083107","三道镇","sandaozhen","4",,"0","1",,,,,,,
"231083201","231083","231083201","海南朝鲜族乡","hainanchaoxianzuxiang","4",,"0","1",,,,,,,
"231083400","231083","231083400","牡林工程公司街道","mulingongchenggongsijiedao","4",,"0","1",,,,,,,
"231083401","231083","231083401","柴河林机厂街道","chaihelinjichangjiedao","4",,"0","1",,,,,,,
"231083402","231083","231083402","大海林林业局","dahailinlinyeju","4",,"0","1",,,,,,,
"231083403","231083","231083403","海林林业局","hailinlinyeju","4",,"0","1",,,,,,,
"231083404","231083","231083404","柴河林业局","chaihelinyeju","4",,"0","1",,,,,,,
"231083500","231083","231083500","海林农场","hailinnongchang","4",,"0","1",,,,,,,
"231083580","231083","231083580","山市种奶牛场","shanshizhongnainiuchang","4",,"0","1",,,,,,,
"231084","2310","231084","宁安市","ninganshi","3",,"0","1",,,,,,,
"231084001","231084","231084001","城区街道","chengqujiedao","4",,"0","1",,,,,,,
"231084100","231084","231084100","宁安镇","ninganzhen","4",,"0","1",,,,,,,
"231084101","231084","231084101","东京城镇","dongjingchengzhen","4",,"0","1",,,,,,,
"231084102","231084","231084102","渤海镇","bohaizhen","4",,"0","1",,,,,,,
"231084103","231084","231084103","石岩镇","shiyanzhen","4",,"0","1",,,,,,,
"231084104","231084","231084104","沙兰镇","shalanzhen","4",,"0","1",,,,,,,
"231084105","231084","231084105","海浪镇","hailangzhen","4",,"0","1",,,,,,,
"231084106","231084","231084106","兰岗镇","langangzhen","4",,"0","1",,,,,,,
"231084202","231084","231084202","江南朝鲜族满族乡","jiangnanchaoxianzumanzuxiang","4",,"0","1",,,,,,,
"231084206","231084","231084206","卧龙朝鲜族乡","wolongchaoxianzuxiang","4",,"0","1",,,,,,,
"231084208","231084","231084208","马河乡","mahexiang","4",,"0","1",,,,,,,
"231084210","231084","231084210","镜泊乡","jingboxiang","4",,"0","1",,,,,,,
"231084211","231084","231084211","三陵乡","sanlingxiang","4",,"0","1",,,,,,,
"231084400","231084","231084400","东京城林业局","dongjingchenglinyeju","4",,"0","1",,,,,,,
"231084500","231084","231084500","宁安农场","ningannongchang","4",,"0","1",,,,,,,
"231085","2310","231085","穆棱市","mulengshi","3",,"0","1",,,,,,,
"231085100","231085","231085100","八面通镇","bamiantongzhen","4",,"0","1",,,,,,,
"231085101","231085","231085101","穆棱镇","mulengzhen","4",,"0","1",,,,,,,
"231085102","231085","231085102","下城子镇","xiachengzizhen","4",,"0","1",,,,,,,
"231085103","231085","231085103","马桥河镇","maqiaohezhen","4",,"0","1",,,,,,,
"231085104","231085","231085104","兴源镇","xingyuanzhen","4",,"0","1",,,,,,,
"231085105","231085","231085105","磨刀石镇","modaoshizhen","4",,"0","1",,,,,,,
"231085200","231085","231085200","福录乡","fuluxiang","4",,"0","1",,,,,,,
"231085201","231085","231085201","河西乡","hexixiang","4",,"0","1",,,,,,,
"231085202","231085","231085202","共和乡","gonghexiang","4",,"0","1",,,,,,,
"231085400","231085","231085400","八面通林业局","bamiantonglinyeju","4",,"0","1",,,,,,,
"231085401","231085","231085401","穆棱林业局","mulenglinyeju","4",,"0","1",,,,,,,
"2311","23","2311","黑河市","heiheshi","2",,"0","1",,,,,,,
"231101","2311","231101","市辖区","shixiaqu","3",,"0","1",,,,,,,
"231102","2311","231102","爱辉区","aihuiqu","3",,"0","1",,,,,,,
"231102001","231102","231102001","花园街道","huayuanjiedao","4",,"0","1",,,,,,,
"231102002","231102","231102002","兴安街道","xinganjiedao","4",,"0","1",,,,,,,
"231102003","231102","231102003","海兰街道","hailanjiedao","4",,"0","1",,,,,,,
"231102004","231102","231102004","西兴街道","xixingjiedao","4",,"0","1",,,,,,,
"231102101","231102","231102101","西岗子镇","xigangzizhen","4",,"0","1",,,,,,,
"231102102","231102","231102102","爱辉镇","aihuizhen","4",,"0","1",,,,,,,
"231102103","231102","231102103","罕达汽镇","handaqizhen","4",,"0","1",,,,,,,
"231102200","231102","231102200","幸福乡","xingfuxiang","4",,"0","1",,,,,,,
"231102201","231102","231102201","四嘉子乡","sijiazixiang","4",,"0","1",,,,,,,
"231102202","231102","231102202","坤河乡","kunhexiang","4",,"0","1",,,,,,,
"231102203","231102","231102203","上马厂乡","shangmachangxiang","4",,"0","1",,,,,,,
"231102204","231102","231102204","张地营子乡","zhangdiyingzixiang","4",,"0","1",,,,,,,
"231102205","231102","231102205","西峰山乡","xifengshanxiang","4",,"0","1",,,,,,,
"231102206","231102","231102206","新生乡","xinshengxiang","4",,"0","1",,,,,,,
"231102207","231102","231102207","二站乡","erzhanxiang","4",,"0","1",,,,,,,
"231102400","231102","231102400","宋集屯煤矿","songjitunmeikuang","4",,"0","1",,,,,,,
"231102401","231102","231102401","西岗子煤矿","xigangzimeikuang","4",,"0","1",,,,,,,
"231102402","231102","231102402","东方红煤矿","dongfanghongmeikuang","4",,"0","1",,,,,,,
"231102407","231102","231102407","大平林场","dapinglinchang","4",,"0","1",,,,,,,
"231102408","231102","231102408","七二七林场","qierqilinchang","4",,"0","1",,,,,,,
"231102409","231102","231102409","望峰林场","wangfenglinchang","4",,"0","1",,,,,,,
"231102410","231102","231102410","卡伦山林场","kalunshanlinchang","4",,"0","1",,,,,,,
"231102411","231102","231102411","胜山林场","shengshanlinchang","4",,"0","1",,,,,,,
"231102412","231102","231102412","二站林场","erzhanlinchang","4",,"0","1",,,,,,,
"231102413","231102","231102413","三站林场","sanzhanlinchang","4",,"0","1",,,,,,,
"231102414","231102","231102414","大岭林场","dalinglinchang","4",,"0","1",,,,,,,
"231102415","231102","231102415","桦皮窑林场","huapiyaolinchang","4",,"0","1",,,,,,,
"231102416","231102","231102416","滨南林场","binnanlinchang","4",,"0","1",,,,,,,
"231102417","231102","231102417","江防林场","jiangfanglinchang","4",,"0","1",,,,,,,
"231102421","231102","231102421","西岗子试验林场","xigangzishiyanlinchang","4",,"0","1",,,,,,,
"231102422","231102","231102422","种畜场","zhongchuchang","4",,"0","1",,,,,,,
"231102423","231102","231102423","第二良种场","dierliangzhongchang","4",,"0","1",,,,,,,
"231102424","231102","231102424","第一良种场","diyiliangzhongchang","4",,"0","1",,,,,,,
"231102425","231102","231102425","大新屯储木场","daxintunchumuchang","4",,"0","1",,,,,,,
"231102500","231102","231102500","锦河农场","jinhenongchang","4",,"0","1",,,,,,,
"231121","2311","231121","嫩江县","nenjiangxian","3",,"0","1",,,,,,,
"231121100","231121","231121100","嫩江镇","nenjiangzhen","4",,"0","1",,,,,,,
"231121101","231121","231121101","伊拉哈镇","yilahazhen","4",,"0","1",,,,,,,
"231121102","231121","231121102","双山镇","shuangshanzhen","4",,"0","1",,,,,,,
"231121103","231121","231121103","多宝山镇","duobaoshanzhen","4",,"0","1",,,,,,,
"231121104","231121","231121104","海江镇","haijiangzhen","4",,"0","1",,,,,,,
"231121105","231121","231121105","前进镇","qianjinzhen","4",,"0","1",,,,,,,
"231121106","231121","231121106","长福镇","zhangfuzhen","4",,"0","1",,,,,,,
"231121107","231121","231121107","科洛镇","keluozhen","4",,"0","1",,,,,,,
"231121202","231121","231121202","临江乡","linjiangxiang","4",,"0","1",,,,,,,
"231121206","231121","231121206","联兴乡","lianxingxiang","4",,"0","1",,,,,,,
"231121207","231121","231121207","白云乡","baiyunxiang","4",,"0","1",,,,,,,
"231121208","231121","231121208","塔溪乡","taxixiang","4",,"0","1",,,,,,,
"231121210","231121","231121210","霍龙门乡","huolongmenxiang","4",,"0","1",,,,,,,
"231121400","231121","231121400","多宝山铜矿","duobaoshantongkuang","4",,"0","1",,,,,,,
"231121500","231121","231121500","九三分局局直","jiusanfenjujuzhi","4",,"0","1",,,,,,,
"231121501","231121","231121501","鹤山农场","heshannongchang","4",,"0","1",,,,,,,
"231121502","231121","231121502","大西江农场","daxijiangnongchang","4",,"0","1",,,,,,,
"231121503","231121","231121503","尖山农场","jianshannongchang","4",,"0","1",,,,,,,
"231121504","231121","231121504","荣军农场","rongjunnongchang","4",,"0","1",,,,,,,
"231121505","231121","231121505","红五月农场","hongwuyuenongchang","4",,"0","1",,,,,,,
"231121506","231121","231121506","七星泡农场","qixingpaonongchang","4",,"0","1",,,,,,,
"231121507","231121","231121507","嫩江农场","nenjiangnongchang","4",,"0","1",,,,,,,
"231121508","231121","231121508","山河农场","shanhenongchang","4",,"0","1",,,,,,,
"231121509","231121","231121509","嫩北农场","nenbeinongchang","4",,"0","1",,,,,,,
"231121510","231121","231121510","建边农场","jianbiannongchang","4",,"0","1",,,,,,,
"231121580","231121","231121580","种畜场","zhongchuchang","4",,"0","1",,,,,,,
"231121581","231121","231121581","马铃薯原种繁殖场","malingshuyuanzhongfanzhichang","4",,"0","1",,,,,,,
"231123","2311","231123","逊克县","xunkexian","3",,"0","1",,,,,,,
"231123001","231123","231123001","奇克街道","qikejiedao","4",,"0","1",,,,,,,
"231123100","231123","231123100","边疆镇","bianjiangzhen","4",,"0","1",,,,,,,
"231123101","231123","231123101","逊河镇","xunhezhen","4",,"0","1",,,,,,,
"231123201","231123","231123201","干岔子乡","ganchazixiang","4",,"0","1",,,,,,,
"231123202","231123","231123202","松树沟乡","songshugouxiang","4",,"0","1",,,,,,,
"231123203","231123","231123203","车陆乡","cheluxiang","4",,"0","1",,,,,,,
"231123204","231123","231123204","新鄂乡","xinexiang","4",,"0","1",,,,,,,
"231123205","231123","231123205","新兴乡","xinxingxiang","4",,"0","1",,,,,,,
"231123206","231123","231123206","克林乡","kelinxiang","4",,"0","1",,,,,,,
"231123207","231123","231123207","宝山乡","baoshanxiang","4",,"0","1",,,,,,,
"231123402","231123","231123402","道干林场","daoganlinchang","4",,"0","1",,,,,,,
"231123403","231123","231123403","干岔子林场","ganchazilinchang","4",,"0","1",,,,,,,
"231123404","231123","231123404","新立林场","xinlilinchang","4",,"0","1",,,,,,,
"231123405","231123","231123405","三间房林场","sanjianfanglinchang","4",,"0","1",,,,,,,
"231123406","231123","231123406","良种场","liangzhongchang","4",,"0","1",,,,,,,
"231123407","231123","231123407","种畜场","zhongchuchang","4",,"0","1",,,,,,,
"231123500","231123","231123500","逊克农场","xunkenongchang","4",,"0","1",,,,,,,
"231124","2311","231124","孙吴县","sunwuxian","3",,"0","1",,,,,,,
"231124001","231124","231124001","孙吴城区街道","sunwuchengqujiedao","4",,"0","1",,,,,,,
"231124100","231124","231124100","孙吴镇","sunwuzhen","4",,"0","1",,,,,,,
"231124101","231124","231124101","辰清镇","chenqingzhen","4",,"0","1",,,,,,,
"231124201","231124","231124201","西兴乡","xixingxiang","4",,"0","1",,,,,,,
"231124202","231124","231124202","沿江满族乡","yanjiangmanzuxiang","4",,"0","1",,,,,,,
"231124203","231124","231124203","腰屯乡","yaotunxiang","4",,"0","1",,,,,,,
"231124204","231124","231124204","卧牛河乡","woniuhexiang","4",,"0","1",,,,,,,
"231124205","231124","231124205","群山乡","qunshanxiang","4",,"0","1",,,,,,,
"231124206","231124","231124206","奋斗乡","fendouxiang","4",,"0","1",,,,,,,
"231124207","231124","231124207","红旗乡","hongqixiang","4",,"0","1",,,,,,,
"231124208","231124","231124208","正阳山乡","zhengyangshanxiang","4",,"0","1",,,,,,,
"231124210","231124","231124210","清溪乡","qingxixiang","4",,"0","1",,,,,,,
"231124402","231124","231124402","前进林场","qianjinlinchang","4",,"0","1",,,,,,,
"231124403","231124","231124403","大河口林场","dahekoulinchang","4",,"0","1",,,,,,,
"231124404","231124","231124404","正阳林场","zhengyanglinchang","4",,"0","1",,,,,,,
"231124405","231124","231124405","平山林场","pingshanlinchang","4",,"0","1",,,,,,,
"231124406","231124","231124406","沿江林场","yanjianglinchang","4",,"0","1",,,,,,,
"231124407","231124","231124407","辰清林场","chenqinglinchang","4",,"0","1",,,,,,,
"231124408","231124","231124408","红旗林场","hongqilinchang","4",,"0","1",,,,,,,
"231124409","231124","231124409","向阳林场","xiangyanglinchang","4",,"0","1",,,,,,,
"231124410","231124","231124410","良种场","liangzhongchang","4",,"0","1",,,,,,,
"231124411","231124","231124411","种畜场","zhongchuchang","4",,"0","1",,,,,,,
"231124500","231124","231124500","红色边疆农场","hongsebianjiangnongchang","4",,"0","1",,,,,,,
"231181","2311","231181","北安市","beianshi","3",,"0","1",,,,,,,
"231181001","231181","231181001","兆麟街道","zhaolinjiedao","4",,"0","1",,,,,,,
"231181002","231181","231181002","和平街道","hepingjiedao","4",,"0","1",,,,,,,
"231181003","231181","231181003","北岗街道","beigangjiedao","4",,"0","1",,,,,,,
"231181004","231181","231181004","庆华街道","qinghuajiedao","4",,"0","1",,,,,,,
"231181005","231181","231181005","铁西街道","tiexijiedao","4",,"0","1",,,,,,,
"231181006","231181","231181006","铁南街道","tienanjiedao","4",,"0","1",,,,,,,
"231181101","231181","231181101","通北镇","tongbeizhen","4",,"0","1",,,,,,,
"231181102","231181","231181102","赵光镇","zhaoguangzhen","4",,"0","1",,,,,,,
"231181103","231181","231181103","海星镇","haixingzhen","4",,"0","1",,,,,,,
"231181104","231181","231181104","石泉镇","shiquanzhen","4",,"0","1",,,,,,,
"231181105","231181","231181105","二井镇","erjingzhen","4",,"0","1",,,,,,,
"231181200","231181","231181200","城郊乡","chengjiaoxiang","4",,"0","1",,,,,,,
"231181201","231181","231181201","东胜乡","dongshengxiang","4",,"0","1",,,,,,,
"231181203","231181","231181203","杨家乡","yangjiaxiang","4",,"0","1",,,,,,,
"231181207","231181","231181207","主星乡","zhuxingxiang","4",,"0","1",,,,,,,
"231181400","231181","231181400","通北林业局","tongbeilinyeju","4",,"0","1",,,,,,,
"231181500","231181","231181500","北安分局局直","beianfenjujuzhi","4",,"0","1",,,,,,,
"231181501","231181","231181501","长水河农场","zhangshuihenongchang","4",,"0","1",,,,,,,
"231181502","231181","231181502","赵光农场","zhaoguangnongchang","4",,"0","1",,,,,,,
"231181503","231181","231181503","红星农场","hongxingnongchang","4",,"0","1",,,,,,,
"231181504","231181","231181504","建设农场","jianshenongchang","4",,"0","1",,,,,,,
"231182","2311","231182","五大连池市","wudalianchishi","3",,"0","1",,,,,,,
"231182001","231182","231182001","青山街道","qingshanjiedao","4",,"0","1",,,,,,,
"231182101","231182","231182101","龙镇","longzhen","4",,"0","1",,,,,,,
"231182102","231182","231182102","和平镇","hepingzhen","4",,"0","1",,,,,,,
"231182103","231182","231182103","五大连池镇","wudalianchizhen","4",,"0","1",,,,,,,
"231182201","231182","231182201","新发乡","xinfaxiang","4",,"0","1",,,,,,,
"231182202","231182","231182202","兴隆乡","xinglongxiang","4",,"0","1",,,,,,,
"231182203","231182","231182203","建设乡","jianshexiang","4",,"0","1",,,,,,,
"231182205","231182","231182205","太平乡","taipingxiang","4",,"0","1",,,,,,,
"231182206","231182","231182206","双泉乡","shuangquanxiang","4",,"0","1",,,,,,,
"231182207","231182","231182207","团结乡","tuanjiexiang","4",,"0","1",,,,,,,
"231182208","231182","231182208","兴安乡","xinganxiang","4",,"0","1",,,,,,,
"231182210","231182","231182210","朝阳乡","chaoyangxiang","4",,"0","1",,,,,,,
"231182400","231182","231182400","花园劳教所","huayuanlaojiaosuo","4",,"0","1",,,,,,,
"231182401","231182","231182401","永丰监狱","yongfengjianyu","4",,"0","1",,,,,,,
"231182402","231182","231182402","华山监狱","huashanjianyu","4",,"0","1",,,,,,,
"231182403","231182","231182403","凤凰山监狱","fenghuangshanjianyu","4",,"0","1",,,,,,,
"231182406","231182","231182406","元青山林场","yuanqingshanlinchang","4",,"0","1",,,,,,,
"231182407","231182","231182407","三九六林场","sanjiuliulinchang","4",,"0","1",,,,,,,
"231182408","231182","231182408","小兴安林场","xiaoxinganlinchang","4",,"0","1",,,,,,,
"231182409","231182","231182409","二龙山林场","erlongshanlinchang","4",,"0","1",,,,,,,
"231182410","231182","231182410","朝阳林场","chaoyanglinchang","4",,"0","1",,,,,,,
"231182411","231182","231182411","引龙河林场","yinlonghelinchang","4",,"0","1",,,,,,,
"231182412","231182","231182412","焦得布林场","jiaodebulinchang","4",,"0","1",,,,,,,
"231182417","231182","231182417","沾河林业局","zhanhelinyeju","4",,"0","1",,,,,,,
"231182418","231182","231182418","莲花管理委员会","lianhuaguanliweiyuanhui","4",,"0","1",,,,,,,
"231182427","231182","231182427","二龙山蚕种场","erlongshancanzhongchang","4",,"0","1",,,,,,,
"231182428","231182","231182428","五大连池原种场","wudalianchiyuanzhongchang","4",,"0","1",,,,,,,
"231182429","231182","231182429","畜牧场","chumuchang","4",,"0","1",,,,,,,
"231182430","231182","231182430","第二良种场","dierliangzhongchang","4",,"0","1",,,,,,,
"231182501","231182","231182501","龙门农场","longmennongchang","4",,"0","1",,,,,,,
"231182502","231182","231182502","襄河农场","xianghenongchang","4",,"0","1",,,,,,,
"231182503","231182","231182503","龙镇农场","longzhennongchang","4",,"0","1",,,,,,,
"231182504","231182","231182504","二龙山农场","erlongshannongchang","4",,"0","1",,,,,,,
"231182505","231182","231182505","引龙河农场","yinlonghenongchang","4",,"0","1",,,,,,,
"231182506","231182","231182506","尾山农场","weishannongchang","4",,"0","1",,,,,,,
"231182507","231182","231182507","格球山农场","geqiushannongchang","4",,"0","1",,,,,,,
"231182580","231182","231182580","大庆农场","daqingnongchang","4",,"0","1",,,,,,,
"2312","23","2312","绥化市","suihuashi","2",,"0","1",,,,,,,
"231201","2312","231201","市辖区","shixiaqu","3",,"0","1",,,,,,,
"231202","2312","231202","北林区","beilinqu","3",,"0","1",,,,,,,
"231202001","231202","231202001","紫来","zilai","4",,"0","1",,,,,,,
"231202002","231202","231202002","爱路","ailu","4",,"0","1",,,,,,,
"231202003","231202","231202003","大有","dayou","4",,"0","1",,,,,,,
"231202004","231202","231202004","吉泰","jitai","4",,"0","1",,,,,,,
"231202005","231202","231202005","东兴","dongxing","4",,"0","1",,,,,,,
"231202006","231202","231202006","北林办事处居民委员会","beilinbanshichujuminweiyuanhui","4",,"0","1",,,,,,,
"231202101","231202","231202101","宝山镇","baoshanzhen","4",,"0","1",,,,,,,
"231202102","231202","231202102","绥胜镇","suishengzhen","4",,"0","1",,,,,,,
"231202103","231202","231202103","西长发镇","xizhangfazhen","4",,"0","1",,,,,,,
"231202104","231202","231202104","永安镇","yonganzhen","4",,"0","1",,,,,,,
"231202105","231202","231202105","太平川镇","taipingchuanzhen","4",,"0","1",,,,,,,
"231202106","231202","231202106","秦家镇","qinjiazhen","4",,"0","1",,,,,,,
"231202107","231202","231202107","双河镇","shuanghezhen","4",,"0","1",,,,,,,
"231202108","231202","231202108","三河镇","sanhezhen","4",,"0","1",,,,,,,
"231202109","231202","231202109","四方台镇","sifangtaizhen","4",,"0","1",,,,,,,
"231202110","231202","231202110","津河镇","jinhezhen","4",,"0","1",,,,,,,
"231202111","231202","231202111","张维镇","zhangweizhen","4",,"0","1",,,,,,,
"231202113","231202","231202113","东津镇","dongjinzhen","4",,"0","1",,,,,,,
"231202201","231202","231202201","红旗乡","hongqixiang","4",,"0","1",,,,,,,
